	nodeName	Degree	AvgNeighbors	Clustering	PageRank	Eigenvector
0	16-5-5	3	156.66666666666666	0.3333333333333333	2.025108572404933e-05	4.710828930934177e-05
1	CDC42	381	132.35958005249344	0.1006907031357922	0.0008270859468447	0.0070783288764421
2	PARD3	76	111.78947368421052	0.0835087719298245	0.0002577158814392	0.0010357962491181
3	PARD3B	13	90.3076923076923	0.4615384615384615	4.2745869368606806e-05	9.447299606350032e-05
4	ABL1	159	138.8238993710692	0.1081920229281108	0.0003460096109726	0.0021418371281144
5	ABLIM1	12	254.75	0.8484848484848485	3.369205609619817e-05	0.0001582757235456
6	ABLIM2	12	254.75	0.8484848484848485	3.369205609619817e-05	0.0001582757235456
7	ABLIM3	14	256.57142857142856	0.6263736263736264	3.880544070246047e-05	0.0001936867719748
8	ACTA1	68	98.86764705882354	0.1545215100965759	0.0001547164800209	0.0004086861307397
9	ACTA2	87	88.04597701149426	0.177759957230687	0.0002002130665585	0.0004292728491108
10	ACTB	382	92.88219895287958	0.0833436396366684	0.0008125907056395	0.0070078019707519
11	ACTBL2	133	106.61654135338344	0.3334472544998861	0.0002539714326538	0.0005773245506137
12	ACTC1	72	84.33333333333333	0.1850547730829421	0.0001764461093226	0.0003207234955946
13	ACTG1	276	83.0	0.1181554677206851	0.0006302302676584	0.0012065225478234
14	ACTG2	82	86.8780487804878	0.2137910267991568	0.0001771712188442	0.0003495267981353
15	ACTR2	266	147.15413533834587	0.2793871471130656	0.0003937413325722	0.0037428408504997
16	ACTR3	229	160.0349344978166	0.3630583007737685	0.0003154765889568	0.0036367558616666
17	AGRN	67	82.92537313432835	0.1257349615558571	0.000184971684526	0.0002719320874429
18	AHCTF1	110	166.4	0.8692243536280233	0.000138125497262	0.0063227409676154
19	APC	141	177.96453900709218	0.2828774062816616	0.0002505924532453	0.0034561605555516
20	ARAP1	12	221.33333333333331	0.2575757575757575	3.403218465770581e-05	0.000157765414931
21	AREG	160	181.125	0.2484276729559748	0.0002654383632643	0.0032857255750655
22	ARHGAP1	11	187.27272727272728	0.2545454545454545	4.2432769563993086e-05	0.0001016356776579
23	ARHGAP17	5	196.0	0.1	2.7447879234325845e-05	6.234527727133371e-05
24	ARHGAP20	3	436.3333333333333	0.6666666666666666	1.875034781275048e-05	7.782826445459197e-05
25	ARHGAP22	2	473.5	1.0	1.6381788540865987e-05	6.15331448154894e-05
26	ARHGAP35	28	206.39285714285717	0.3253968253968254	7.38905478868775e-05	0.0003412874288386
27	ARHGAP39	4	254.75	1.0	2.1282462019193368e-05	6.454115033157181e-05
28	ARHGAP40	2	371.5	0.0	1.6844156153811558e-05	5.5893372885811545e-05
29	ARHGAP45	3	436.3333333333333	0.6666666666666666	1.875034781275048e-05	7.782826445459197e-05
30	ARHGDIA	24	237.66666666666663	0.2391304347826087	7.578784008874168e-05	0.0002682069285997
31	ARHGDIB	13	344.61538461538464	0.2435897435897435	4.110747164595998e-05	0.000176032138739
32	ARHGDIG	10	404.5	0.2666666666666666	3.408400555708803e-05	0.0001558393885561
33	ARHGEF1	21	163.33333333333334	0.2714285714285714	5.425915510172729e-05	0.0001688932332628
34	ARHGEF11	17	155.41176470588235	0.3823529411764705	6.512339444548693e-05	0.0001370155739726
35	ARHGEF15	4	217.25	0.5	2.022755988518783e-05	6.335298608081588e-05
36	ARHGEF19	5	303.4	0.4	2.3858371251288837e-05	8.369991055727644e-05
37	ARHGEF25	9	284.77777777777777	0.3888888888888889	3.143444206479425e-05	0.0001027621357652
38	ARHGEF4	10	213.2	0.3111111111111111	3.2973355577822026e-05	0.0001219771947688
39	ARHGEF6	45	159.66666666666666	0.3131313131313131	0.0001054979322258	0.0003191080029063
40	ARHGEF7	71	203.4225352112676	0.290543259557344	0.0001441110477696	0.0014195313662384
41	ARHGEF9	13	129.3846153846154	0.358974358974359	4.826727437567761e-05	8.366177611739539e-05
42	ARPC1A	229	157.6113537117904	0.3617559181797288	0.0003186121022994	0.0036126034497913
43	ARPC1B	141	150.14893617021278	0.5789260385005066	0.0001868314334831	0.0014390530859616
44	ARPC2	230	157.33913043478262	0.3602430225935067	0.0003181774741805	0.0035911978915114
45	ARPC3	230	157.33913043478262	0.3602430225935067	0.0003181774741805	0.0035911978915114
46	ARPC4	228	158.0219298245614	0.3661797665971095	0.000313007139425	0.003586268041558
47	ARPC5	231	157.4935064935065	0.3579521927348014	0.0003209008781517	0.0036050796926279
48	AURKB	221	166.3212669683258	0.3620732208967503	0.0003131977586016	0.0106644613661945
49	B9D2	185	156.2216216216216	0.5479435957696828	0.0002303134331695	0.005950617900105
50	BAIAP2	35	162.57142857142858	0.4823529411764706	7.816501845723548e-05	0.0003868654381498
51	BCAR1	137	163.79562043795622	0.228531558608845	0.0002691908132376	0.0011140152958768
52	BCAR3	12	153.5	0.3333333333333333	3.4966249957717946e-05	0.0001467960578565
53	BDNF	89	180.82022471910116	0.2129724208375893	0.0001858558497736	0.0010348782101101
54	BIRC5	185	162.48648648648648	0.3648648648648648	0.0002822252318949	0.0093045975503291
55	BNIP2	14	182.3571428571429	0.967032967032967	3.912052431745316e-05	0.0001651477719045
56	BOC	27	155.44444444444446	0.4074074074074074	7.604775265611476e-05	0.0002367046716189
57	BTC	111	197.51351351351352	0.4507780507780508	0.0001850084344842	0.0025746155608106
58	BUB1	136	159.10294117647058	0.5632897603485839	0.0001984928518565	0.005668146332228
59	BUB1B	171	187.374269005848	0.525765393876849	0.0002223364389423	0.0073278123551741
60	BUB3	177	180.48022598870057	0.4998073959938366	0.0002411625556948	0.0073548165667507
61	CALM3	257	102.4863813229572	0.0767874513618677	0.0005965724314606	0.0016888756019048
62	CAPZB	156	110.5448717948718	0.3818031430934657	0.0002567403051042	0.0014233255995952
63	CAV1	143	144.72727272727272	0.1886142026987097	0.0003062202069727	0.0013773938957411
64	CBL	238	166.64285714285714	0.2201538843385455	0.0003981191551214	0.0039253399290131
