nodeName	Clusteringcoeff
AMPH	0.027777777777777776
SYNJ1	0.0
DNM1	0.0
DNM2	0.01788283658787256
PPP3CC	0.0
DEUP1	0.10993657505285412
ARL16	0.08300395256916997
TERF1	0.007081807081807082
PPP3CA	0.017543859649122806
ATN1	0.011613566289825282
SORBS2	0.09523809523809523
EBI-7192184	0.0
SH3GL2	0.05714285714285714
SNX9	0.054945054945054944
GRB2	0.011522257753413532
ITSN1	0.027777777777777776
NCK1	0.056818181818181816
FNBP1	0.047619047619047616
NOSTRIN	0.0
LRRK2	0.00526883768171142
SNX33	0.08571428571428572
SPG11	0.0
MYO1E	0.0
PACSIN2	0.0
CTTN	0.1111111111111111
SH3BP4	0.047619047619047616
SH3KBP1	0.026262626262626262
ATXN3	0.008118811881188119
AHI1	0.0
HTT	0.0052392101925939315
DNALI1	0.017498565691336777
UBASH3A	0.02097902097902098
EBI-22313194	0.020351526364477335
SEC23A	0.02528735632183908
RNF8	0.012066365007541479
BAG3	0.026582278481012658
TRAF4	0.038922785609088996
QARS1	0.058385093167701865
SDCBP	0.011630705061361995
PRKAA2	0.0372068418268383
FLAD1	0.05128205128205128
NME2	0.16666666666666666
PHOX2A	0.0
CSF2	0.1
EYA3	0.10256410256410256
BOK	0.0
CISH	0.0
PRDM1	0.16666666666666666
DELE1	0.1111111111111111
FTL	0.08088235294117647
FYN	0.036231884057971016
CLPP	0.06159420289855073
BRK1	0.07168458781362007
H3C1	0.05194805194805195
FZD4	0.06666666666666667
TGM2	0.11076923076923077
TFF2	0.02857142857142857
TXN	0.05057471264367816
TP53BP1	0.03822055137844611
PIWIL1	0.06666666666666667
KIAA0355	0.0
FEZ2	0.16911764705882354
NR0B2	0.05454545454545454
TAGLN2	0.4
P4HA2	0.0
STX11	0.06858826004628656
NAP1L3	0.047619047619047616
MSH5	0.15151515151515152
PIK3R1	0.04034929238181271
OCLN	0.0
LYN	0.05241935483870968
HOXC4	0.06666666666666667
MNDA	0.10294117647058823
MAP3K5	0.06825396825396825
SNX2	0.125
SMN1	0.03520164046479836
TEF	0.0
TEAD1	0.08791208791208792
MAPK11	0.02631578947368421
PIP	0.0
SMARCB1	0.059887005649717516
NEBL	0.07657657657657657
KAT5	0.014148026913984361
MAD2L2	0.013414634146341463
BAIAP2	0.04201680672268908
FBXO42	0.0
TDP2	0.3333333333333333
TRNAU1AP	0.03571428571428571
ARNT2	0.03896103896103896
IQSEC1	0.14035087719298245
HK3	0.05454545454545454
H2AZ1	0.14285714285714285
OPTN	0.010199745006374841
PDZK1IP1	0.050774526678141134
CLEC2B	0.16666666666666666
DDX20	0.08974358974358974
RASSF1	0.04187192118226601
ZDHHC17	0.0708245243128964
PARK7	0.11264367816091954
CBX1	0.07547169811320754
MALT1	0.07114624505928854
WWP2	0.032467532467532464
RAB35	0.1
SCAPER	0.05714285714285714
AAMDC	0.21428571428571427
EVL	0.0989010989010989
ATL1	0.047619047619047616
FBXL4	0.0
RAB38	0.1111111111111111
ZNF638	0.0
ARFGAP3	0.044444444444444446
MRFAP1	0.0636734693877551
HNRNPLL	0.10294117647058823
SLC52A3	0.3333333333333333
ATP5IF1	0.017316017316017316
MGARP	0.1341991341991342
ZNF697	0.1619047619047619
TIGD5	0.0
ASB6	0.02857142857142857
RNF183	0.03780487804878049
GRAP	0.14285714285714285
IQUB	0.04909456740442656
RAB3IP	0.0326530612244898
DNTTIP1	0.04743083003952569
SGSM1	0.08658008658008658
SPACA3	0.0
GOLPH3L	0.3333333333333333
CEP55	0.04558737580362361
OTUB1	0.07364114552893045
ASIC4	0.0481283422459893
KRTAP19-7	0.10272248913292154
KRTAP19-5	0.09842748980780432
SPATA12	0.053475935828877004
VSX2	0.05291005291005291
DCLRE1B	0.08791208791208792
ABHD17C	0.14285714285714285
CHMP6	0.16666666666666666
TTC23	0.08057755006986493
DAZ3	0.3
NXT2	0.06190476190476191
ZNF248	0.06666666666666667
REXO4	0.16666666666666666
KRTAP8-1	0.07260726072607261
FOXR1	0.04926108374384237
KRTAP13-3	0.11052631578947368
KRTAP19-1	0.09142857142857143
SPRED2	0.04521276595744681
ZNF366	0.08866995073891626
ZBTB38	0.0
STX19	0.03508771929824561
LOC401296	0.12105263157894737
LGALS9C	0.022988505747126436
CBWD3	0.09090909090909091
FOXA2	0.2
FAM111B	0.047619047619047616
LOC730441	0.0
EBI-25845539	0.0
APP	0.011262324677128177
UNC119	0.041666666666666664
SPATA33	0.0
DTNB	0.053061224489795916
SUMO1	0.05480769230769231
PPP1R13B	0.033566433566433566
CEP57	0.10821256038647344
PIAS2	0.03665814151747655
TXLNA	0.06354515050167224
ING5	0.07954545454545454
USHBP1	0.04247518554949477
SKIL	0.06842105263157895
GOLGA2	0.012487912695123636
ZNF655	0.029876815591101304
FBF1	0.08870967741935484
LNX1	0.020422949161346765
KRT15	0.04750815090824406
NTAQ1	0.010837908808784913
DDIT4L	0.006535638171915699
FAM50B	0.05180388529139685
DGCR6L	0.03333333333333333
RUNX1T1	0.03793691389599318
GEM	0.05388748419721871
IFIT3	0.01818181818181818
ZFHX3	0.13793103448275862
ZNF572	0.10559006211180125
EXOC5	0.033766233766233764
TXLNB	0.07598371777476255
TRIM54	0.03467980295566502
ESRRG	0.015015015015015015
TFPT	0.021645021645021644
ZNF460	0.07142857142857142
BRMS1L	0.05
KIFC3	0.08329638934042657
TBC1D22B	0.05870020964360587
ZNF148	0.0784313725490196
MGC50722	0.03983903420523139
KRT3	0.11875843454790823
HAUS8	0.10476190476190476
KCTD9	0.07763975155279502
KRT28	0.05228758169934641
CCHCR1	0.0652442250044084
ZNF835	0.07365967365967366
EBI-25865403	0.0075115562403697995
PSEN2	0.021212121212121213
ATXN1	0.007891484641384137
APBB2	0.006522196507468967
REL	0.0085155058464667
TARDBP	0.01091601635079896
TCF4	0.008176937096694745
PRKN	0.02787245323032644
PDE6D	0.027777777777777776
TCF12	0.010576923076923078
PEX26	0.002844950213371266
SNCA	0.021029572836801753
VAPB	0.04183535762483131
SOD1	0.005420054200542005
GLYR1	0.03676470588235294
PMP22	0.006309523809523809
EBI-25847655	0.003371421281869043
UBQLN1	0.006128790313939783
HRAS	0.006687647521636507
SYK	0.045454545454545456
HIP1	0.011761331038439472
SH3BP1	0.0
YWHAG	0.008532226449901995
MAPRE1	0.019744483159117306
BLM	0.05847953216374269
FBXO4	0.047619047619047616
STAG1	0.4642857142857143
POT1	0.0075075075075075074
TERF2IP	0.003424657534246575
SUPT5H	0.08333333333333333
SHFL	0.1432595573440644
RBMY1A1	0.13043478260869565
RNF10	0.15
LRSAM1	0.027777777777777776
TRMT1	0.0
SOAT1	0.0
MDH1	0.0
LDHB	0.10714285714285714
AMPD2	0.0
PRDX6	0.03571428571428571
CUSTOS	0.0
PAK4	0.21818181818181817
CRYBB1	0.0
EPB41L1	0.0
TPI1	0.0
DDX23	0.16666666666666666
DNPH1	0.047619047619047616
HSPA6	0.0
NAP1L1	0.01818181818181818
TNPO2	0.010101010101010102
DDX19B	0.0
TUBB3	0.0
ACY1	0.0
TKT	0.0
FES	0.0
