nodeName	AverageNeighbor
A0A024QYV7	124.25
EWSR1	40.60493827160494
DDX39B	53.0
CDC37	50.28619528619529
ELF5	26.818181818181817
E2F8	209.3181818181818
B0S7P4	162.0
B1AL64	162.0
B7Z8L6	46.70967741935484
F5GWE6	95.28571428571429
F5H357	65.64583333333333
J3KPV8	40.333333333333336
MYO1F	87.6
DFFA	62.2
TULP2	382.6666666666667
WWP2	86.89189189189189
PDHX	105.0
HMGN4	145.0
TMSB4Y	169.5
POLR3A	65.69565217391305
PLSCR1	64.73228346456693
HDAC3	59.75
BNIP3L	44.285714285714285
HBP1	40.166666666666664
TSPAN3	162.0
MSC	173.33333333333334
NDUFB1	33.0
WFS1	35.8440170940171
SEC24D	69.375
TRIM37	83.16071428571429
PGLS	227.7058823529412
SEC24A	75.0
ECD	110.5
ACTL6A	54.5
AGT	46.76190476190476
CEACAM5	60.0
CETP	65.0
NPPB	195.0909090909091
HMGA1	180.30769230769232
ITGB5	177.06666666666666
KEL	60.6
ELAVL4	39.44736842105263
ERCC5	162.0
FUS	49.81578947368421
MATK	161.92307692307693
HTT	36.194607268464246
SLC1A1	79.91666666666667
MAGEA11	42.09649122807018
GNPDA1	99.5
RFX3	141.33333333333334
PRRC2A	77.64285714285714
FASN	235.14285714285714
NDUFV1	85.83870967741936
ZNF165	144.83673469387756
ANXA11	84.0
FXR2	60.193370165745854
ATXN3	53.82051282051282
ATN1	52.479069767441864
HSPA2	64.63380281690141
RAD23A	83.89041095890411
CMC4	162.0
MTCP1	162.0
MYL6	100.3
RPS15A	172.91304347826087
RPL31	202.66666666666666
SUPT4H1	60.42857142857143
CXADR	155.4
SSBP2	82.6
MVK	138.5
EP300	47.28099173553719
BRME1	150.97368421052633
TRAF2	58.6764705882353
TRAF1	63.19626168224299
TRAF3	75.425
SMAD4	39.14074074074074
Q13587	162.0
KRR1	89.0
HLTF	88.875
ELAVL3	112.28571428571429
IRF3	78.57894736842105
HERPUD1	48.0
SUZ12	43.22222222222222
NONO	75.75
PCBP1	40.02564102564103
SF3B4	67.43636363636364
SMAD1	33.7421875
VPS72	150.6
EZH2	68.93877551020408
KCNMB1	116.5
CPSF6	84.18181818181819
Q53EW4	89.5
Q53FP9	44.2
Q5JUJ3	162.0
Q5TZS4	96.0
KHDRBS2	58.06666666666667
TPGS2	105.5
BAF53A	98.0
CNST	178.57894736842104
CCDC91	132.28571428571428
RALYL	78.29629629629629
CHERP	54.5945945945946
SLC22A24	162.0
ATPAF2	85.84507042253522
CPSF7	122.8125
LILRA3	162.0
CD177	92.0
SERP2	81.31372549019608
ZNF383	119.5
MAPK1IP1L	83.92
MNS1	101.5
SELI	114.0
PRUNE2	193.77777777777777
DNAJB3	162.0
TFG	88.72602739726027
BAD	96.51724137931035
USP7	55.71186440677966
RBPMS	61.27715355805243
FAM131C	98.55555555555556
RAB37	73.66666666666667
NSUN4	51.714285714285715
NTNG2	81.5
RNF183	131.68085106382978
DYNLL2	64.29032258064517
RMND5B	140.36363636363637
SCMH1	82.0
TONSL	99.0
LCOR	149.0
CCDC7	267.8
DMRTB1	74.89655172413794
MTMR9	95.85714285714286
ZNF184	46.75
MDFI	42.775061124694375
EPAS1	65.66666666666667
PRMT1	47.806451612903224
H2BC15	34.35294117647059
RASL11B	88.66666666666667
KXD1	66.17021276595744
RHOXF2	71.21100917431193
HNRNPUL1	76.525
Q9BV16	162.0
SSBP3	45.0
TRIM5	94.96551724137932
SELENOI	91.6
NBPF3	65.0
WWP1	84.79411764705883
BLZF1	106.0
CUEDC2	75.66666666666667
SUV39H2	82.23404255319149
YY1AP1	194.75
GPBP1L1	80.33333333333333
MYOZ2	123.76470588235294
C11ORF16	143.33333333333334
TRPV5	102.5
PRTFDC1	89.10526315789474
NLE1	162.0
ZDHHC3	133.0
CDK12	111.75
PRR13	91.98076923076923
EIF2AK4	138.92857142857142
PEF1	74.07692307692308
CFDP1	156.0
NINL	63.870370370370374
WDR37	408.0
ZBTB1	102.58823529411765
SALL2	132.5
MRPS18B	62.25
K7ELR1	53.22222222222222
DDX39A	170.58823529411765
SDCBP	63.06206896551724
PIAS2	59.65217391304348
TUBB4A	35.91304347826087
SNRPA	65.1086956521739
U2AF2	53.236363636363635
DNM2	59.04705882352941
UBE2I	55.08496732026144
RNF4	65.15
SARNP	167.25
EXOSC9	64.92307692307692
TUBB3	46.035714285714285
TDG	152.12
RBM39	75.88461538461539
DNAJC14	18.0
ALYREF	27.0
Q8N1K8	17.5
THOC2	67.25
HNRNPLL	154.1578947368421
HIPK2	82.8
STRN4	24.24
LUZP4	129.76190476190476
ZHX1	87.12244897959184
CHTOP	54.2
GOLGA6L9	61.26728110599078
SRRM4	43.93333333333333
B3KQG4	394.6666666666667
EL52	88.28571428571429
AIP	88.5
TRAF5	135.40816326530611
PRMT5	66.9076923076923
IFIT3	65.42857142857143
IKBKB	76.56521739130434
CHUK	56.65
MUSK	320.5
MID1	69.0
PDPK1	64.28260869565217
DAPK3	160.11111111111111
SSNA1	211.58333333333334
OGA	103.93333333333334
LMX1B	136.66666666666666
GAS7	109.0
KERA	297.0
HSF2BP	56.80952380952381
FKBP6	105.28301886792453
DEAF1	109.85714285714286
JRK	117.36111111111111
PRDM1	185.0
PDE9A	142.07894736842104
URI1	85.58823529411765
RGS11	182.1818181818182
USP19	110.33333333333333
KLHL2	80.29629629629629
ZNF205	165.27777777777777
AHSA1	106.88235294117646
KRT75	98.176
TTC4	89.3125
GAS8	91.90090090090091
ZBED1	82.10909090909091
EGFR	41.81818181818182
MOS	146.06493506493507
A2M	53.54545454545455
APOE	33.38028169014085
RAF1	78.62962962962963
ERBB2	51.73780487804878
APP	46.35120643431635
LCK	72.0
FYN	54.56459330143541
CDK1	48.94444444444444
HSP90AA1	27.555819477434678
YES1	100.41269841269842
HSP90AB1	26.255364806866954
ARAF	86.47058823529412
CHGA	126.0
CYP2C9	69.57142857142857
CDK4	82.56818181818181
GFAP	76.59360730593608
HIVEP1	67.77027027027027
TCF4	49.41588785046729
FER	194.4
NPR2	381.5
MAK	61.42857142857143
PAICS	134.68421052631578
FGFR3	36.5045045045045
PRKACB	162.45454545454547
GRK2	119.11111111111111
DNAJB1	66.83333333333333
NOS3	66.6625
GCH1	79.14285714285714
PRKAR1B	79.46575342465754
PRDX2	58.44444444444444
GTF2F1	73.0
TIE1	251.16666666666666
LONP1	91.81818181818181
PRPH	82.36986301369863
MAP3K8	142.23076923076923
ELK3	161.66666666666666
MTOR	53.8421052631579
ABL2	119.27586206896552
PSEN1	52.19178082191781
CDK9	95.52
HNRNPM	112.35714285714286
NUP98	122.83333333333333
PPP5C	45.291666666666664
LIMK2	244.0
FBXW4	120.5
