nodeName	AverageNeighbor
AMPH	52.77777777777778
SYNJ1	43.333333333333336
DNM1	32.125
DNM2	38.94285714285714
PPP3CC	101.5
DEUP1	108.02272727272727
ARL16	195.17391304347825
TERF1	54.54945054945055
PPP3CA	30.894736842105264
ATN1	38.97142857142857
SORBS2	71.5909090909091
EBI-7192184	6.0
SH3GL2	57.8
SNX9	37.285714285714285
GRB2	39.64321608040201
ITSN1	53.22222222222222
NCK1	37.36363636363637
FNBP1	35.57142857142857
NOSTRIN	36.75
LRRK2	19.224719101123597
SNX33	162.46666666666667
SPG11	29.5
MYO1E	72.0
PACSIN2	134.875
CTTN	96.55555555555556
SH3BP4	80.14285714285714
SH3KBP1	74.91111111111111
ATXN3	34.7029702970297
AHI1	53.25
HTT	28.585510688836106
DNALI1	49.107142857142854
UBASH3A	73.74358974358974
EBI-22313194	38.42553191489362
SEC23A	47.56666666666667
RNF8	63.17307692307692
BAG3	67.1125
TRAF4	74.01020408163265
QARS1	118.18571428571428
SDCBP	55.41240875912409
PRKAA2	86.11214953271028
FLAD1	103.84615384615384
NME2	53.0
PHOX2A	189.0
CSF2	339.4
EYA3	240.53846153846155
BOK	77.33333333333333
CISH	159.8
PRDM1	73.5
DELE1	171.1
FTL	227.47058823529412
FYN	95.65217391304348
CLPP	165.875
BRK1	93.52380952380952
H3C1	84.66071428571429
FZD4	287.8333333333333
TGM2	170.23076923076923
TFF2	116.93333333333334
TXN	102.0
TP53BP1	101.85964912280701
PIWIL1	264.3333333333333
KIAA0355	188.0
FEZ2	205.94117647058823
NR0B2	68.18181818181819
TAGLN2	251.8
P4HA2	95.0
STX11	105.1938775510204
NAP1L3	104.28571428571429
MSH5	184.75
PIK3R1	57.73170731707317
OCLN	76.33333333333333
LYN	58.65625
HOXC4	183.03333333333333
MNDA	184.52941176470588
MAP3K5	124.25
SNX2	112.76470588235294
SMN1	48.05194805194805
TEF	70.33333333333333
TEAD1	228.21428571428572
MAPK11	138.7
PIP	96.5
SMARCB1	106.61666666666666
NEBL	173.13513513513513
KAT5	57.56170212765957
MAD2L2	77.17073170731707
BAIAP2	170.17142857142858
FBXO42	111.42857142857143
TDP2	93.33333333333333
TRNAU1AP	89.625
ARNT2	176.63636363636363
IQSEC1	172.31578947368422
HK3	310.45454545454544
H2AZ1	68.75
OPTN	36.142857142857146
PDZK1IP1	78.30952380952381
CLEC2B	272.5
DDX20	119.46153846153847
RASSF1	117.65517241379311
ZDHHC17	81.18181818181819
PARK7	86.83333333333333
CBX1	68.64814814814815
MALT1	154.69565217391303
WWP2	97.57142857142857
RAB35	244.6
SCAPER	161.47619047619048
AAMDC	208.75
EVL	152.14285714285714
ATL1	144.1818181818182
FBXL4	76.5
RAB38	107.2
ZNF638	158.66666666666666
ARFGAP3	120.97222222222223
MRFAP1	122.28
HNRNPLL	155.94117647058823
SLC52A3	98.0
ATP5IF1	173.0909090909091
MGARP	188.36363636363637
ZNF697	287.93333333333334
TIGD5	140.0
ASB6	53.714285714285715
RNF183	142.9512195121951
GRAP	211.875
IQUB	144.64788732394365
RAB3IP	87.18
DNTTIP1	181.47826086956522
SGSM1	169.04545454545453
SPACA3	175.75
GOLPH3L	273.1666666666667
CEP55	89.22033898305085
OTUB1	118.77966101694915
ASIC4	194.5
KRTAP19-7	105.3936170212766
KRTAP19-5	89.69607843137256
SPATA12	155.55882352941177
VSX2	161.07142857142858
DCLRE1B	173.0
ABHD17C	179.26666666666668
CHMP6	71.5
TTC23	121.67543859649123
DAZ3	73.2
NXT2	161.76190476190476
ZNF248	236.3
REXO4	330.5
KRTAP8-1	101.51960784313725
FOXR1	136.58620689655172
KRTAP13-3	115.25
KRTAP19-1	98.6
SPRED2	146.22916666666666
ZNF366	210.93103448275863
ZBTB38	52.666666666666664
STX19	137.94736842105263
LOC401296	246.65
LGALS9C	165.1
CBWD3	217.27272727272728
FOXA2	192.2
FAM111B	350.7142857142857
LOC730441	83.0
EBI-25845539	140.0
APP	34.41315789473684
UNC119	39.0625
SPATA33	4.0
DTNB	98.6
SUMO1	56.33846153846154
PPP1R13B	56.21212121212121
CEP57	99.21739130434783
PIAS2	58.6231884057971
TXLNA	73.94565217391305
ING5	139.12121212121212
USHBP1	53.490566037735846
SKIL	123.7
GOLGA2	45.00262467191601
ZNF655	63.61486486486486
FBF1	151.75
