nodeName	Eigenvector
AMPH	0.001095203522854495
SYNJ1	0.0004432820687112074
DNM1	0.0002385948574346986
DNM2	0.019325765339734013
PPP3CC	0.0005015441782684648
DEUP1	0.016102884071137902
ARL16	0.008444291458753183
TERF1	0.011213531693600615
PPP3CA	0.0015448531520912555
ATN1	0.026054552906852435
SORBS2	0.0038886198518516706
EBI-7192184	6.195522766824592e-06
SH3GL2	0.0010741448548733123
SNX9	0.0007924472776581905
GRB2	0.02366002768572285
ITSN1	0.000899049609137718
NCK1	0.003351350228225752
FNBP1	0.0005164779620779108
NOSTRIN	0.0002704696993015004
LRRK2	0.00594919344640822
SNX33	0.004394496027202206
SPG11	0.00020336523162138153
MYO1E	0.00030303017038245226
PACSIN2	0.002665066289908476
CTTN	0.001400127686596612
SH3BP4	0.000591056014564751
SH3KBP1	0.011021313198007376
ATXN3	0.013030501194785014
AHI1	0.0007403147988671556
HTT	0.09227863780588942
DNALI1	0.012279823446249033
UBASH3A	0.021945004473843347
EBI-22313194	0.00616426425127663
SEC23A	0.0025108596700501385
RNF8	0.012107055171327258
BAG3	0.01802411444756109
TRAF4	0.02732634496547189
QARS1	0.02785278972351593
SDCBP	0.048069787414484345
PRKAA2	0.037105062545260234
FLAD1	0.0036378751865548246
NME2	0.0005428641404420806
PHOX2A	0.0016859265346732884
CSF2	0.0029175024867182145
EYA3	0.006493528238380817
BOK	0.001113651922362336
CISH	0.0010991769954608445
PRDM1	0.0007039850480399654
DELE1	0.0031089342554772685
FTL	0.007717128945750123
FYN	0.013587288080352356
CLPP	0.009876908716060229
BRK1	0.015009826820965865
H3C1	0.008405533356204047
FZD4	0.003500405305070605
TGM2	0.009248083931084757
TFF2	0.00308740027833835
TXN	0.007347423371326186
TP53BP1	0.014152545806910097
PIWIL1	0.002666904135237639
KIAA0355	0.002296410370604803
FEZ2	0.006457368332838973
NR0B2	0.001155786258525851
TAGLN2	0.00195748780689398
P4HA2	0.0006995728279264268
STX11	0.038777391871193403
NAP1L3	0.0019035282844327287
MSH5	0.004664592592404826
PIK3R1	0.008034656845716406
OCLN	0.0006178028567609092
LYN	0.004070432358100357
HOXC4	0.011955905108986052
MNDA	0.006221075506549685
MAP3K5	0.008914421524636295
SNX2	0.002868000413927683
SMN1	0.011835300447871205
TEF	0.00043548601002213315
TEAD1	0.006784026897577765
MAPK11	0.005514031463115569
PIP	0.00039981926055820917
SMARCB1	0.017397351050598992
NEBL	0.016851225461181125
KAT5	0.044382015113037014
MAD2L2	0.010827267800647805
BAIAP2	0.010958757207248242
FBXO42	0.001494231862422496
TDP2	0.0005732809342452785
TRNAU1AP	0.0010561537076549201
ARNT2	0.009813351121725775
IQSEC1	0.005797972328620286
HK3	0.006963099697896917
H2AZ1	0.0013848093113564967
OPTN	0.02068558696701841
PDZK1IP1	0.008200262212062102
CLEC2B	0.0018214144896475425
DDX20	0.0026042033719507933
RASSF1	0.007150782971274195
ZDHHC17	0.009357611015683167
PARK7	0.005650468321456661
CBX1	0.0081344751034682
MALT1	0.00824049053293811
WWP2	0.014221226034933723
RAB35	0.0020321150127554552
SCAPER	0.006892351493938836
AAMDC	0.0027448760112591454
EVL	0.003980378505129076
ATL1	0.006659191618481738
FBXL4	0.00028993968952526584
RAB38	0.002315762816687524
ZNF638	0.0006097309575077835
ARFGAP3	0.008234514923863604
MRFAP1	0.015043155548554996
HNRNPLL	0.00600547670454856
SLC52A3	0.0005819663108772053
ATP5IF1	0.009080404624732724
MGARP	0.007014118967170603
ZNF697	0.01332485768199854
TIGD5	0.0002701632031434544
ASB6	0.004186684220554751
RNF183	0.012576729825726912
GRAP	0.003380807921775893
IQUB	0.033997291590885145
RAB3IP	0.012652975377253083
DNTTIP1	0.009397904186023074
SGSM1	0.006542349575325786
SPACA3	0.0014149404763198281
GOLPH3L	0.0032190610666349216
CEP55	0.017390970860581768
OTUB1	0.015223666999573927
ASIC4	0.014090657616939667
KRTAP19-7	0.04057133243764708
KRTAP19-5	0.038485477709932485
SPATA12	0.013079088613213857
VSX2	0.010534655052037802
DCLRE1B	0.0045470825067223195
ABHD17C	0.004945504374876549
CHMP6	0.0006037675533858085
TTC23	0.052145945988486576
DAZ3	0.0007625237970517295
NXT2	0.010095687287748258
ZNF248	0.004526749789171494
REXO4	0.0027127903904689164
KRTAP8-1	0.03434692933409684
FOXR1	0.00869262371113667
KRTAP13-3	0.040442063873182915
KRTAP19-1	0.01952168219079526
SPRED2	0.02131486909392674
ZNF366	0.013089930535352914
ZBTB38	0.00029931215012484423
STX19	0.007355887325658381
LOC401296	0.011201718767374438
LGALS9C	0.012314324103854815
CBWD3	0.004115025069128871
FOXA2	0.0025080855587429883
FAM111B	0.0049385998946188244
LOC730441	0.00035049717088195834
EBI-25845539	0.0002701632031434544
APP	0.03161612289284276
UNC119	0.003164402417464935
SPATA33	7.01202350251285e-06
DTNB	0.01885545540594467
SUMO1	0.009648548714425609
PPP1R13B	0.015454489430906037
CEP57	0.016001811475282193
PIAS2	0.014119146709157279
TXLNA	0.02321985358332998
ING5	0.013722543225927442
USHBP1	0.051356110185088316
