	nodeName	Degree	AvgNeighbors	Clustering	PageRank	Eigenvector
0	A0A024QYV7	4	124.25	0.0	2.772923248692454e-05	0.0007639199925491
1	EWSR1	162	40.60493827160494	0.0076681236101525	0.0008316073976452	0.0155875777424424
2	DDX39B	27	53.0	0.0569800569800569	0.000130204478747	0.0029715318846135
3	CDC37	297	50.28619528619529	0.0186095186095186	0.0012483121173714	0.0408809122894168
4	ELF5	11	26.818181818181817	0.0	6.871311297467756e-05	0.0004917678790676
5	E2F8	22	209.3181818181818	0.0519480519480519	8.56025907348579e-05	0.0073930106950862
6	B0S7P4	1	162.0	0.0	1.459021876213013e-05	0.0001986799668033
7	B1AL64	1	162.0	0.0	1.459021876213013e-05	0.0001986799668033
8	B7Z8L6	31	46.70967741935484	0.0043010752688172	0.0001337685896116	0.0021179260487412
9	F5GWE6	7	95.28571428571428	0.0476190476190476	3.385995629735338e-05	0.0017304442913085
10	F5H357	48	65.64583333333333	0.052304964539007	0.0001746682386653	0.0116204195145457
11	J3KPV8	9	40.333333333333336	0.0	4.803791637637357e-05	0.0004871631650864
12	MYO1F	5	87.6	0.0	2.855257128408028e-05	0.001547913641213
13	DFFA	5	62.2	0.0	4.09309517794571e-05	0.0006127029420687
14	TULP2	3	382.6666666666667	0.0	2.1380516549376144e-05	0.0026034799476154
15	WWP2	74	86.89189189189189	0.0307293594964827	0.0002773634385652	0.013785629541832
16	PDHX	7	105.0	0.0	4.926972901602307e-05	0.0007297540307953
17	HMGN4	4	145.0	0.1666666666666666	2.7197788761658795e-05	0.0005512176929845
18	TMSB4Y	4	169.5	0.0	2.758529723548771e-05	0.0005678288658593
19	POLR3A	23	65.69565217391305	0.1343873517786561	9.950761472970684e-05	0.0019071741981432
20	PLSCR1	127	64.73228346456693	0.049243844519435	0.0004596788916769	0.0348283085074597
21	HDAC3	4	59.75	0.0	2.7506895315632468e-05	0.0003100496398171
22	BNIP3L	28	44.285714285714285	0.0291005291005291	0.0001122800596269	0.0016375236708822
23	HBP1	18	40.16666666666666	0.0065359477124183	0.0001057109429067	0.0012796545662862
24	TSPAN3	1	162.0	0.0	1.459021876213013e-05	0.0001986799668033
25	MSC	6	173.33333333333334	0.1333333333333333	3.105354277376509e-05	0.0024668700989617
26	NDUFB1	8	33.0	0.3214285714285714	4.424587337051739e-05	0.0003644606440029
27	WFS1	468	35.8440170940171	0.0063507750873917	0.0018303116267028	0.0591342195639481
28	SEC24D	8	69.375	0.1428571428571428	3.700905230349467e-05	0.0011161130861487
29	TRIM37	56	83.16071428571429	0.0285714285714285	0.0001867013715114	0.0159464766125835
30	PGLS	17	227.7058823529412	0.1617647058823529	6.614030368901321e-05	0.0118262083594031
31	SEC24A	10	75.0	0.0888888888888888	4.142764602861308e-05	0.001828680354037
32	ECD	2	110.5	0.0	1.8138929014141177e-05	0.0002630435585771
33	ACTL6A	6	54.5	0.1333333333333333	3.39733989293356e-05	0.0005776467294911
34	AGT	21	46.76190476190476	0.0238095238095238	0.0001297865429802	0.0014001749130067
35	CEACAM5	3	60.0	0.0	2.578765466469253e-05	0.0002440926760314
36	CETP	3	65.0	0.0	2.6497360198754667e-05	0.0002415346174521
37	NPPB	11	195.0909090909091	0.0909090909090909	5.5509893142501234e-05	0.0068052529186925
38	HMGA1	13	180.30769230769232	0.0769230769230769	6.10642706693778e-05	0.0025954118829175
39	ITGB5	30	177.06666666666666	0.0735632183908046	0.0001170993076556	0.0177732694968212
40	KEL	10	60.6	0.0	4.56469439516422e-05	0.000719244533674
41	ELAVL4	38	39.44736842105263	0.0099573257467994	0.0001415511320773	0.0036669789747369
42	ERCC5	1	162.0	0.0	1.459021876213013e-05	0.0001986799668033
43	FUS	38	49.81578947368421	0.0213371266002844	0.0001552033839672	0.0036818722694726
44	MATK	13	161.92307692307693	0.0769230769230769	5.818194405188466e-05	0.0027106560604849
45	HTT	853	36.194607268464246	0.0065826769920028	0.0035956700384165	0.0913121912489001
46	SLC1A1	12	79.91666666666667	0.1515151515151515	4.710392076405184e-05	0.0005789991837592
47	MAGEA11	114	42.09649122807018	0.0093153237074988	0.0005207132498881	0.0150125907351624
48	GNPDA1	4	99.5	0.3333333333333333	2.5946032501501577e-05	0.0005406507399847
49	RFX3	12	141.33333333333334	0.0909090909090909	5.658579991644155e-05	0.0040589737090441
50	PRRC2A	28	77.64285714285714	0.037037037037037	0.0001324177926187	0.0037537986977639
51	FASN	7	235.14285714285717	0.1904761904761904	4.052341726476037e-05	0.0028628924144072
52	NDUFV1	31	85.83870967741936	0.0301075268817204	0.0001247422386857	0.0060569774646277
53	ZNF165	49	144.83673469387756	0.1547619047619047	0.0001582182763794	0.0240109242583673
54	ANXA11	15	84.0	0.0571428571428571	6.33615459191547e-05	0.003577705360909
55	FXR2	181	60.193370165745854	0.0284837323511356	0.0006648210168443	0.0339723120984612
56	ATXN3	117	53.82051282051282	0.0142941349837901	0.0004562874832329	0.0157697355344369
57	ATN1	215	52.47906976744186	0.0189958704629428	0.0008154817963159	0.0388516089276953
58	HSPA2	71	64.63380281690141	0.0193158953722334	0.0002532274719891	0.0099353058908886
59	RAD23A	73	83.89041095890411	0.047945205479452	0.0002750911039644	0.012506548682452
60	CMC4	1	162.0	0.0	1.459021876213013e-05	0.0001986799668033
61	MTCP1	1	162.0	0.0	1.459021876213013e-05	0.0001986799668033
62	MYL6	10	100.3	0.0222222222222222	5.24793646497648e-05	0.0013465587307224
63	RPS15A	23	172.91304347826087	0.0909090909090909	0.0001006330501207	0.0063959289791858
64	RPL31	12	202.66666666666663	0.0151515151515151	6.107263423454168e-05	0.0032575234819518
65	SUPT4H1	7	60.42857142857143	0.0	3.881189161016712e-05	0.0005781621732119
66	CXADR	5	155.4	0.0	2.740926771463921e-05	0.0015140522190972
67	SSBP2	5	82.6	0.0	2.897520959624436e-05	0.0009156064017539
68	MVK	4	138.5	0.0	2.797146391357938e-05	0.0005000223680025
69	EP300	121	47.28099173553719	0.0163911845730027	0.0005585315832117	0.010828155715599
70	BRME1	38	150.97368421052633	0.0725462304409672	0.000133596503511	0.018084363572677
71	TRAF2	340	58.6764705882353	0.0203192781537393	0.0012638144863768	0.0765998574882451
72	TRAF1	214	63.19626168224299	0.022903777807029	0.000720977805196	0.05801024135213
73	TRAF3	40	75.425	0.0525641025641025	0.0001684276691473	0.0074456849196973
74	SMAD4	135	39.14074074074074	0.0201216141514649	0.0006335468631862	0.0109488122877933
75	Q13587	1	162.0	0.0	1.459021876213013e-05	0.0001986799668033
76	KRR1	2	89.0	0.0	1.9066491885509775e-05	0.0002075925121629
77	HLTF	8	88.875	0.0357142857142857	4.4254149625219306e-05	0.0007573843646702
78	ELAVL3	7	112.28571428571428	0.6190476190476191	3.507306055291431e-05	0.001259593909735
79	IRF3	19	78.57894736842105	0.0584795321637426	9.384902752419292e-05	0.001322998869815
80	HERPUD1	10	48.0	0.0222222222222222	5.658144842961482e-05	0.0006360531696175
81	SUZ12	9	43.22222222222222	0.4166666666666667	4.451812858300736e-05	0.0006911032386337
82	NONO	20	75.75	0.0421052631578947	8.367211244959438e-05	0.003804874154328
83	PCBP1	39	40.02564102564103	0.0566801619433198	0.0001634757068875	0.0043754008682297
84	SF3B4	55	67.43636363636364	0.0397306397306397	0.0002059392680864	0.0089513108844554
85	SMAD1	128	33.7421875	0.0214074803149606	0.0006175186348226	0.0089844679775164
86	VPS72	10	150.6	0.0666666666666666	4.533332960671869e-05	0.0037363689400947
87	EZH2	49	68.93877551020408	0.026360544217687	0.0001970459031475	0.006436178596716
88	KCNMB1	2	116.5	0.0	1.7404019311236175e-05	0.0002343345596594
89	CPSF6	22	84.18181818181819	0.0259740259740259	9.478478104098164e-05	0.004055083597774
90	Q53EW4	4	89.5	0.0	2.948170274493313e-05	0.0007232180838191
91	Q53FP9	5	44.2	0.0	3.925728992477375e-05	0.0002462338232779
92	Q5JUJ3	1	162.0	0.0	1.459021876213013e-05	0.0001986799668033
93	Q5TZS4	2	96.0	0.0	1.8801449456908843e-05	0.0002361365782725
94	KHDRBS2	45	58.06666666666667	0.0595959595959596	0.000155840158646	0.0100698490643314
95	TPGS2	6	105.5	0.0	3.447128123950436e-05	0.0007064082184832
96	BAF53A	2	98.0	0.0	1.9264413841490614e-05	0.0002174109518942
97	CNST	19	178.57894736842104	0.0526315789473684	7.610121989571562e-05	0.0055365083704951
98	CCDC91	7	132.28571428571428	0.0	3.884462190784695e-05	0.0020673362914621
99	RALYL	27	78.29629629629629	0.1111111111111111	0.0001099893159887	0.0061589721683858
100	CHERP	37	54.5945945945946	0.0495495495495495	0.0001432434852411	0.0057863159145228
101	SLC22A24	1	162.0	0.0	1.459021876213013e-05	0.0001986799668033
102	ATPAF2	71	85.84507042253522	0.028169014084507	0.0002699752031634	0.0209063960614901
103	CPSF7	32	122.8125	0.0806451612903225	0.0001146804335856	0.0114525790484682
104	LILRA3	1	162.0	0.0	1.459021876213013e-05	0.0001986799668033
105	CD177	2	92.0	0.0	1.8530870648594043e-05	0.0002170041981801
106	SERP2	51	81.31372549019608	0.0596078431372549	0.0001614312166437	0.002512434518311
107	ZNF383	6	119.5	0.0	2.913364219320581e-05	0.0028080806085794
108	MAPK1IP1L	25	83.92	0.18	8.830120893536678e-05	0.0058169455158039
109	MNS1	30	101.5	0.0873563218390804	0.0001065027852727	0.0093828086616754
110	SELI	4	114.0	0.0	2.7574893915533213e-05	0.0004685165004217
111	PRUNE2	18	193.77777777777777	0.0915032679738562	7.145618612118472e-05	0.0053248894471224
112	DNAJB3	1	162.0	0.0	1.459021876213013e-05	0.0001986799668033
113	TFG	73	88.72602739726027	0.0939878234398782	0.0002351011289479	0.0167956484884398
114	BAD	29	96.51724137931036	0.0738916256157635	0.0001231736131259	0.0042995291006468
115	USP7	59	55.71186440677966	0.026884862653419	0.0002538357201014	0.0071520170066058
116	RBPMS	267	61.27715355805243	0.0445495761876601	0.0009358886361831	0.0615634645065104
117	FAM131C	9	98.55555555555556	0.0555555555555555	4.32325359149435e-05	0.0022399777003317
118	RAB37	3	73.66666666666667	0.0	2.391236530298048e-05	0.000239327765123
119	NSUN4	7	51.71428571428572	0.1904761904761904	4.4428137230980325e-05	0.0007510127356366
120	NTNG2	2	81.5	0.0	3.73192387719795e-05	0.0001987122567283
121	RNF183	47	131.68085106382978	0.0351526364477335	0.0001740031310476	0.0110231760795916
122	DYNLL2	31	64.29032258064517	0.021505376344086	0.0001336300259419	0.0056825219708439
123	RMND5B	11	140.36363636363637	0.0181818181818181	4.8854662524996267e-05	0.0024524135567675
124	SCMH1	21	82.0	0.0333333333333333	9.853284519743291e-05	0.0031104702751521
125	TONSL	5	99.0	0.1	2.9662092830182053e-05	0.0005104776929397
126	LCOR	9	149.0	0.0833333333333333	4.025320976999947e-05	0.0036447421790851
127	CCDC7	5	267.8	0.2	2.9554426585701894e-05	0.0019376515436292
128	DMRTB1	29	74.89655172413794	0.0566502463054187	0.0001096900377102	0.0071117946320339
129	MTMR9	21	95.85714285714286	0.0619047619047619	9.452188370967918e-05	0.0054970111292256
130	ZNF184	4	46.75	0.0	3.257195917616441e-05	0.0002562625196619
131	MDFI	409	42.775061124694375	0.0087492209597775	0.0014964174456873	0.085797509941348
132	EPAS1	15	65.66666666666667	0.0095238095238095	7.368248412462295e-05	0.0015761319443526
133	PRMT1	62	47.80645161290322	0.0163934426229508	0.0002591064581947	0.0066307118570772
134	H2BC15	17	34.35294117647059	0.0661764705882353	8.09001902042378e-05	0.0011861363855763
135	RASL11B	6	88.66666666666667	0.0	3.89164458236678e-05	0.0004968168718407
136	KXD1	47	66.17021276595744	0.0203515263644773	0.0001710967324471	0.0095481959296063
137	RHOXF2	109	71.21100917431193	0.1012572205232755	0.0003827256337436	0.0250576466952875
138	HNRNPUL1	40	76.525	0.0615384615384615	0.0001443886127823	0.0062924503177299
139	Q9BV16	1	162.0	0.0	1.459021876213013e-05	0.0001986799668033
140	SSBP3	18	45.0	0.0130718954248366	7.766126843535599e-05	0.0023763927013047
141	TRIM5	29	94.96551724137932	0.064039408866995	0.0001178724587014	0.0054797016754241
142	SELENOI	5	91.6	0.0	3.6169255840736135e-05	0.0004777185240765
143	NBPF3	3	65.0	0.0	3.528031629393588e-05	0.0003427280979542
144	WWP1	34	84.79411764705883	0.0303030303030303	0.0001366994149214	0.0045604856367924
145	BLZF1	115	106.0	0.0677345537757437	0.0003602973421041	0.0431579877217229
146	CUEDC2	3	75.66666666666667	0.0	2.442972454911889e-05	0.0002888221675284
147	SUV39H2	47	82.23404255319149	0.0259019426456984	0.0001797895392568	0.0083664002069186
148	YY1AP1	12	194.75	0.0303030303030303	6.349017866539776e-05	0.0038965845661806
149	GPBP1L1	6	80.33333333333333	0.0	3.449901445575211e-05	0.0006810910044015
150	MYOZ2	17	123.76470588235294	0.0294117647058823	7.188918114412458e-05	0.0042653139056722
151	C11ORF16	12	143.33333333333334	0.2575757575757575	4.4241335651992e-05	0.0064462734990713
152	TRPV5	2	102.5	0.0	1.916615388508996e-05	0.0002330271909895
153	PRTFDC1	19	89.10526315789474	0.0760233918128654	8.486957068966115e-05	0.0040127679064316
154	NLE1	1	162.0	0.0	1.459021876213013e-05	0.0001986799668033
155	ZDHHC3	5	133.0	0.1	3.171995926435548e-05	0.000703837688829
156	CDK12	4	111.75	0.1666666666666666	2.540163391230188e-05	0.0007001048935309
157	PRR13	52	91.98076923076924	0.0693815987933635	0.0001809505492672	0.0154750811409279
158	EIF2AK4	14	138.92857142857142	0.3076923076923077	6.496399194526765e-05	0.0018210327600097
159	PEF1	39	74.07692307692308	0.1093117408906882	0.0001393704675442	0.0088763837824256
160	CFDP1	2	156.0	0.0	1.8506964348862912e-05	0.0004254649078847
161	NINL	54	63.87037037037037	0.0363382250174703	0.000198297367586	0.0128670417220225
162	WDR37	2	408.0	0.0	1.854019250310356e-05	0.0015136091998326
163	ZBTB1	17	102.58823529411764	0.0955882352941176	6.551011733672233e-05	0.0068461812948686
164	SALL2	4	132.5	0.0	2.4049046660377337e-05	0.001561784554854
165	MRPS18B	20	62.25	0.0105263157894736	7.503336808139745e-05	0.0009083720746517
166	K7ELR1	18	53.22222222222222	0.0261437908496732	8.12706895461034e-05	0.0019463278482351
167	DDX39A	17	170.58823529411765	0.1029411764705882	8.557854376871418e-05	0.0041283186804384
168	SDCBP	290	63.06206896551724	0.0136499224436224	0.0011212220852016	0.0516109612100884
169	PIAS2	92	59.65217391304348	0.0298614429049211	0.0003498820618612	0.0164571530213478
170	TUBB4A	23	35.91304347826087	0.0355731225296442	0.0001130300896624	0.0009493188257722
171	SNRPA	46	65.1086956521739	0.0695652173913043	0.0001953890394975	0.0084407245576639
172	U2AF2	55	53.23636363636364	0.0659932659932659	0.000204598047561	0.0080300344382442
173	DNM2	170	59.04705882352941	0.0201183431952662	0.000643873978765	0.0248202939368297
174	UBE2I	306	55.08496732026144	0.0170148933890496	0.0011638020833021	0.0432785935949245
175	RNF4	120	65.15	0.0380952380952381	0.0004220462850518	0.0214416074113817
176	SARNP	4	167.25	0.3333333333333333	2.5868453462998925e-05	0.0010344624039003
177	EXOSC9	13	64.92307692307692	0.3076923076923077	6.46139459362749e-05	0.0015725129251681
178	TUBB3	28	46.035714285714285	0.0158730158730158	0.0001392141229423	0.0017257930730218
179	TDG	25	152.12	0.0866666666666666	9.44841515766524e-05	0.0068058171499306
180	RBM39	52	75.88461538461539	0.0701357466063348	0.0001938535742208	0.0088273599918113
181	DNAJC14	2	18.0	0.0	1.9887140216522744e-05	6.052621380493363e-05
182	ALYREF	1	27.0	0.0	1.429111903212502e-05	3.787530168179081e-05
183	Q8N1K8	4	17.5	0.0	2.6777020598648897e-05	0.0001296204826616
184	THOC2	4	67.25	0.0	2.7042740865142705e-05	0.0003141970922325
185	HNRNPLL	19	154.1578947368421	0.1286549707602339	7.222128542702896e-05	0.0058066994650227
