nodeName	Pagerank
NAT10	0.0001765352639149144
PRPF31	0.00018166691935873658
RSL1D1	0.0001420435940033194
GLTSCR2	0.00012266186648784402
TTC27	6.863042550647394e-05
RPS13	0.00022775247247631335
RPP38	0.00016725261328963566
NOL11	6.098004476991294e-05
UTP23	0.00010995364989488717
RPF1	0.00011978851932988854
DDX54	0.00011885612370915666
ELP3	7.747017910252172e-05
DHX32	9.52531493951615e-05
RRP1B	0.0001092635610647406
DDX55	0.00016109219144182175
TRMT11	0.000140470636727277
TEX13A	2.9004864150210518e-05
RPF2	0.00019546150038854274
NOP2	0.00014287221654475652
TEP1	3.7497194403622815e-05
GNL3	0.0001455190012970895
RRP12	0.00014723579958849414
NOC3L	0.0001280418546396809
GRWD1	0.00014247603889813596
TBL3	0.00016515842563298095
TRUB1	9.335055887273252e-05
RPS14	0.00024644945456812114
RPS28	0.00020338653836593777
RRP1	9.538252277822884e-05
WDR74	0.00011550529518538182
DDX56	0.00013594002622208337
EBNA1BP2	0.00014622431969217567
PNO1	0.00017369147579359085
NOC4L	0.0001470911009714028
DNTTIP2	9.39971654426073e-05
MDN1	4.436411506889696e-05
KRI1	0.00010535875008771755
DHX33	0.00011422029470055542
THUMPD1	1.0772541707449066e-05
SKIV2L2	0.0001754545502388142
RPS7	0.00022123028871924146
NOM1	7.689984518132087e-05
SNRPE	0.0003108445829407678
GMPS	0.00016624128733513488
PUS7	7.223257911225435e-05
UTP11L	0.00012390874337734904
IPO4	0.00010034443642385006
LOC102724159	0.00011327796899989781
KIAA0020	0.00014602543647818342
DHX15	0.00026724539156133223
UTP20	0.00010640364795274763
NOP14	0.00016217250892717054
SNRPB	0.00023745650386095102
RPS27	0.00017938815538730117
RRP8	0.00010457351480234004
GNL2	0.00015192509589752914
NMD3	0.00016197423565821314
PPAN	8.205854856836529e-05
TRMT1	0.00010553086308995313
POLR3A	0.00010185899915108866
BOP1	0.0001923896939181542
POLR1E	0.0001497307280026418
DIMT1	0.00010299322920903877
UTP3	0.00015160042099074265
RPS4X	0.00023024617409413034
MRPS7	0.00023013829265756096
RPS18	0.00025944774820756676
GNL3L	0.00013618066738122509
DHX37	0.0001385843673574696
ENSG00000260342	0.00014032846975286923
DDX24	0.0001346739905042046
WDR75	0.00012778208359584965
GNL1	6.423635493804048e-05
EXOSC2	9.268845790942809e-05
RPS27L	0.0001426083890185459
POLR1A	0.00018403677092616869
RPS23	0.0002196399042412744
TWISTNB	0.00014514854349817295
DDX28	0.00010599876073131339
RPS6	0.00024168920618796664
NOL6	0.00013530954950523584
RBM19	9.52712886039129e-05
RPS16	0.00022464948331231226
LSG1	0.00012431197888764488
GAR1	0.00010148080512439766
NIP7	0.00017943538596428994
RBM34	8.484536116350416e-05
EIF4A3	0.00025376096337856985
UTP18	0.00015579310127581344
CIRH1A	0.00015056925357327758
LSM11	5.130329234975051e-05
UTP6	0.0001602440138780849
RBM28	0.00014706397453915707
RSL24D1	0.00021024485286628712
NOP9	0.00011244770381173902
NOB1	0.00013608805842211838
NOC2L	0.00015055225081758608
TSR2	7.787708509455841e-05
NGDN	0.0001356745171009005
MAK16	0.00012993652600016954
FBL	0.00020532103295725556
IPO5	7.411236133695948e-05
PTGES3	0.00018536199096445355
AATF	0.0001436057476625549
PWP1	0.00013925996363695528
MPHOSPH10	0.0001363607683417646
RPS11	0.00023910119323469214
WBSCR22	7.922620733681528e-05
SNRPD3	0.0003006633088053587
EMG1	0.00013734895567938052
TRMT1L	6.125692165407856e-05
DKC1	0.0001825728125952315
PES1	0.00016928733260189718
PDCD11	0.0002088974982920262
BYSL	0.0001984729201807118
RRS1	0.0001671480378608582
MYBBP1A	0.00011638255551960148
UTP14C	0.00010994438920559953
WDR46	0.00016667623870476373
BMS1	0.00014005892275590977
ENSG00000257411	9.082364849010625e-05
WDR36	0.0001610795582963006
DDX31	0.00010138452306679345
FBLL1	0.00010788368685528039
DQX1	6.617147279546187e-05
EXOSC10	0.0001459437939763647
RCL1	9.994244261069626e-05
DDX17	9.849139205669602e-05
RTCA	8.701626122060122e-05
