nodeName	Pagerank
AMPH	6.037916975930671e-05
SYNJ1	5.481963322256904e-05
DNM1	6.189140592207688e-05
DNM2	0.0007296098705020036
PPP3CC	4.7223536542629734e-05
DEUP1	0.00018313709473148708
ARL16	0.00011116749304892634
TERF1	0.000616085674765787
PPP3CA	0.00013294812167899682
ATN1	0.0006671989788424413
SORBS2	0.00012352317900715914
EBI-7192184	1.921386293626445e-05
SH3GL2	0.00010428404203129506
SNX9	9.321146288259061e-05
GRB2	0.0010575259427813269
ITSN1	5.810908532690887e-05
NCK1	0.00018502090540703452
FNBP1	5.246178788712424e-05
NOSTRIN	3.2807382727170146e-05
LRRK2	0.001203119014454384
SNX33	8.037652271603214e-05
SPG11	2.2384403388509358e-05
MYO1E	2.972626780763786e-05
PACSIN2	5.031337038249247e-05
CTTN	5.1601696664308154e-05
SH3BP4	5.653882611256745e-05
SH3KBP1	0.00027813961689459297
ATXN3	0.0005255886726597169
AHI1	3.01348116017814e-05
HTT	0.004713575686592425
DNALI1	0.0004047107355236804
UBASH3A	0.00034363341769810124
EBI-22313194	0.00024143614127708626
SEC23A	0.00014777548301770735
RNF8	0.0002349868146573886
BAG3	0.00036302952897472455
TRAF4	0.00042744192501951745
QARS1	0.0002958638104682911
SDCBP	0.0013008150309283067
PRKAA2	0.0004584944356116082
FLAD1	7.503125701499469e-05
NME2	3.01865866715378e-05
PHOX2A	2.6899771124215203e-05
CSF2	3.942384987959821e-05
EYA3	6.465126887637414e-05
BOK	3.702676821296409e-05
CISH	3.658684976933384e-05
PRDM1	2.8344664280249986e-05
DELE1	5.395398077202495e-05
FTL	8.855962180890243e-05
FYN	0.000360699944801865
CLPP	0.00011656634792311292
BRK1	0.00030728272329308697
H3C1	0.0003002235876115097
FZD4	4.811595537126311e-05
TGM2	0.00013852338605166946
TFF2	0.00010571993230652397
TXN	0.0001466475387135818
TP53BP1	0.00028366539929312233
PIWIL1	5.008500719281965e-05
KIAA0355	3.690547316515627e-05
FEZ2	9.100808554527761e-05
NR0B2	7.00394153554371e-05
TAGLN2	3.452416446938662e-05
P4HA2	2.812114651176594e-05
STX11	0.00039360707143704587
NAP1L3	4.100305417652997e-05
MSH5	6.446316689257361e-05
PIK3R1	0.0004873144783453779
OCLN	4.040915994326995e-05
LYN	0.0002037819069071734
HOXC4	0.00013892909375749955
MNDA	8.86028123098566e-05
MAP3K5	0.00017797624777507294
SNX2	8.751271056021574e-05
SMN1	0.00037127574636643313
TEF	2.510318797860718e-05
TEAD1	7.204740346891246e-05
MAPK11	0.00010453318677875854
PIP	1.979363734483021e-05
SMARCB1	0.00030554334621018495
NEBL	0.0001586920879803907
KAT5	0.0011411381572025792
MAD2L2	0.0002338849142265454
BAIAP2	0.0001722176057895261
FBXO42	4.842354649931104e-05
TDP2	2.4345490695467266e-05
TRNAU1AP	4.9155108445165614e-05
ARNT2	0.00010762248972294988
IQSEC1	9.372820913364682e-05
HK3	5.790006140844868e-05
H2AZ1	4.660331775739421e-05
OPTN	0.001241167082121733
PDZK1IP1	0.0003427188250288575
CLEC2B	2.8777541143520143e-05
DDX20	7.576775457156351e-05
RASSF1	0.00014283142360274476
ZDHHC17	0.00026213548399331156
PARK7	0.0001517287806868322
CBX1	0.00031183062026556404
MALT1	0.00011629453580719818
WWP2	0.0002523226619892508
RAB35	4.1659228867981196e-05
SCAPER	9.908317134770534e-05
AAMDC	4.744189026505181e-05
EVL	7.312349314732004e-05
ATL1	0.00011786528124114784
FBXL4	2.099743542903137e-05
RAB38	5.7057163033626576e-05
ZNF638	2.4468891461655942e-05
ARFGAP3	0.00017959636580499447
MRFAP1	0.00022402593321066173
HNRNPLL	7.861130040169786e-05
SLC52A3	2.4184621678330103e-05
ATP5IF1	0.00010020594696295133
MGARP	0.00010966238274734706
ZNF697	6.95501054843726e-05
TIGD5	1.5657468571668543e-05
ASB6	0.00011641232297637565
RNF183	0.00019271514287985531
GRAP	4.6049128825504123e-05
IQUB	0.00029970372531232123
RAB3IP	0.00023841051766353044
DNTTIP1	0.00011231711938940976
SGSM1	0.0001116106246272994
SPACA3	2.78683230318757e-05
GOLPH3L	3.694388104947099e-05
CEP55	0.00025370797838263445
OTUB1	0.00028049218345370077
ASIC4	0.00014924724621064145
KRTAP19-7	0.0003634018337720027
KRTAP19-5	0.0003904957298757273
SPATA12	0.00014479140428085534
VSX2	0.00012329477008466122
DCLRE1B	7.526035765201118e-05
ABHD17C	7.491311921651213e-05
CHMP6	2.7355698766798653e-05
TTC23	0.00046423548636492627
DAZ3	3.2140783984744874e-05
NXT2	9.918051844187919e-05
ZNF248	5.42279966700684e-05
REXO4	2.831569510213306e-05
KRTAP8-1	0.00041265579780812187
FOXR1	0.00013620740281842825
KRTAP13-3	0.00028913460725988157
KRTAP19-1	0.00019705913240120493
SPRED2	0.00020436103920755676
ZNF366	0.00013104051170637618
ZBTB38	2.7621597447468694e-05
STX19	8.701554014011053e-05
LOC401296	9.195607611029225e-05
LGALS9C	0.00013211254564428996
CBWD3	5.729474825143808e-05
FOXA2	3.170662957338782e-05
FAM111B	4.169555164876664e-05
LOC730441	1.9747981038982543e-05
EBI-25845539	1.5657468571668543e-05
APP	0.0025000781452619385
UNC119	9.981691273326906e-05
SPATA33	2.1341192781053847e-05
DTNB	0.0002115961735125898
SUMO1	0.0003105102296166754
PPP1R13B	0.00030238127941640424
CEP57	0.00019644162643504313
PIAS2	0.0003325118525245959
TXLNA	0.00038483654265400723
ING5	0.0001419934242631571
USHBP1	0.0008803305481335352
SKIL	0.00010348355362334306
GOLGA2	0.0016594798807425888
ZNF655	0.0006673989559676059
FBF1	0.00013211977410985216
LNX1	0.001709719905709697
KRT15	0.0004119939503616452
NTAQ1	0.0016852037099440277
DDIT4L	0.0010463689601089379
FAM50B	0.00019448459290419387
DGCR6L	9.459565609163478e-05
RUNX1T1	0.0002929841937054014
GEM	0.00044014526526756965
IFIT3	9.312575121840568e-05
ZFHX3	0.00012961535842650335
ZNF572	0.000280384320275168
EXOC5	0.0002839826013560248
TXLNB	0.0002692401242654505
TRIM54	0.0007140123181319617
ESRRG	0.00022847814358328527
TFPT	0.00010367309795608162
ZNF460	4.16619051064574e-05
BRMS1L	7.663485740722019e-05
KIFC3	0.000789866264116946
TBC1D22B	0.00021224979181289985
ZNF148	8.404466155964381e-05
MGC50722	0.0002871457016364335
KRT3	0.00015108910840273476
HAUS8	0.00010022269503420115
KCTD9	0.00035894820200074235
KRT28	7.604671571288072e-05
CCHCR1	0.00043112154259137387
ZNF835	0.0002670415343818493
EBI-25865403	0.0008848402915331308
PSEN2	0.00023465888454917612
ATXN1	0.0019200143353273436
APBB2	0.0004488550378278429
REL	0.0013932467567819005
TARDBP	0.0010424791922531602
TCF4	0.0009842315186050568
PRKN	0.0008810297339380198
PDE6D	7.247628733480363e-05
TCF12	0.00031529881880110866
PEX26	0.00018073048123265384
SNCA	0.0007887886702448832
VAPB	0.0001650653911035558
SOD1	0.0004457270370826267
GLYR1	8.930581945909344e-05
PMP22	0.0009846855609199933
EBI-25847655	0.0023033969259290306
UBQLN1	0.0016455435821574294
HRAS	0.0005718974392457741
SYK	0.00018839453566800492
HIP1	0.00041791309280021007
SH3BP1	3.952445461594971e-05
YWHAG	0.0015803235005962667
MAPRE1	0.00025045842629465437
BLM	0.00014895552953736717
FBXO4	5.451023323189402e-05
STAG1	5.725911409399517e-05
POT1	0.00034220775873780953
TERF2IP	0.0006640839343140085
SUPT5H	6.509964011960232e-05
SHFL	0.00027160763854210053
RBMY1A1	0.00010695836129519264
RNF10	7.773222818012695e-05
LRSAM1	5.142575404504384e-05
TRMT1	2.2657223383762707e-05
SOAT1	4.130510265407155e-05
MDH1	4.545374082963375e-05
LDHB	5.409349651340241e-05
AMPD2	4.2310256022718325e-05
PRDX6	6.026841600558628e-05
CUSTOS	1.7271022225244368e-05
PAK4	6.150213095541521e-05
CRYBB1	4.157068397076712e-05
EPB41L1	2.628269004660974e-05
TPI1	3.460958793132378e-05
DDX23	3.213618853518612e-05
DNPH1	4.289417986741559e-05
HSPA6	9.004073040582214e-05
NAP1L1	7.649607677860185e-05
TNPO2	0.0002215321640200971
DDX19B	4.585799287888575e-05
TUBB3	4.87829457615061e-05
ACY1	4.401450033737561e-05
TKT	2.3860082079445e-05
FES	3.1088998398217864e-05
HEXIM2	0.00021722328937236513
KEAP1	0.00039814974968765553
RTN3	7.485066455861628e-05
HGD	2.1454051034253803e-05
NOL12	5.6290874135754874e-05
WFS1	0.002548270226237766
RPL19	4.6875590783452325e-05
WARS1	2.4870387804916886e-05
MMTAG2	0.00016975075364332115
KLHDC4	5.1692689060052465e-05
CEP85	3.337109460412484e-05
GSS	1.7271022225244368e-05
THG1L	3.461652415454269e-05
PPM1G	5.348139897273983e-05
SNCG	1.7271022225244368e-05
NEFL	0.0006252367520348076
DDX39A	8.605785817155276e-05
PTPN5	6.358124721940181e-05
CORO1B	5.582451934605385e-05
CRYM	2.3076972732931314e-05
DNAJB1	6.402472207940417e-05
RECQL4	1.7271022225244368e-05
SRM	2.7824435724790047e-05
HCLS1	3.831686074860859e-05
RPAP3	6.992344751387931e-05
PEPD	2.1082935480083756e-05
ACAT2	2.4851800795603812e-05
MSN	4.812276396346838e-05
PRDX1	8.983815917082447e-05
MISP	0.00021414880641137108
ARHGEF3	4.072244713824084e-05
PCLAF	2.156670801291856e-05
KCTD7	0.0001735449726502091
DNAAF11	7.332921155167795e-05
NUB1	3.222747648307768e-05
TERB1	1.5992673843242417e-05
CASP6	0.0010141701151073197
DMWD	0.00098977303545711
FGFR3	0.0015433854032615173
GLE1	0.0002724485009509036
GRIN2C	0.0004919338869236542
GSN	0.0010617196060314234
HMOX2	0.00029132369119959253
LAMP2	0.0012878228390466157
LMNA	0.0003834687273567021
NF2	0.00026420848376844776
RAN	0.000729321449057893
STIP1	0.0001268555892620832
SH3GLB1	0.0007707034337459764
SPRED1	0.0023442607284032482
UTRN	3.87432543811829e-05
C16orf74	2.1659806217758386e-05
PPP3R1	2.218043189117292e-05
SHANK2	4.786169738626302e-05
ARMT1	1.6491436326611986e-05
intact:EBI-11743340	9.553055745069986e-05
TNS4	5.721906055763321e-05
TRIM72	5.231265493855577e-05
ITPKB	5.176569074275067e-05
ABI2	0.0007625288643231624
EBI-12859744	3.307042441325627e-05
AKAP5	6.794672300811574e-05
FAM167A	6.28746798807258e-05
NFATC1	6.574133672353314e-05
NFATC2	4.213969873832735e-05
CSNK2A1	0.0004421956310734794
EIF4B	4.580323578301996e-05
SIAH1	0.000625901304226169
HGS	0.0009931727560077448
PIN1	0.0006346684971214024
GRB10	0.00014924848438130505
KRT8	0.00010029870779194191
HNRNPF	0.00028414094605362915
HOXB1	3.892658110198898e-05
DCAF7	0.000428347388270558
BAHD1	0.00026745457838688524
G2E3	4.81925619274601e-05
PSME3	0.00019839876259904098
TPM3	0.000246736568496752
NUDC	9.93821017525383e-05
SPRY4	0.00018221019676518165
SUV39H1	0.0002857072365530225
TCAP	0.00020140907199675504
POLR2E	0.0002686299668018342
LENG8	0.00019874693484248955
WDR5	0.0004083350168912251
PLEKHA5	3.492043646530848e-05
TRIP6	0.0005639762230128525
RBFOX1	0.00015885894346256684
KRTAP9-3	0.0004422770581600904
KRTAP19-2	0.00017489980504759522
RBM4B	4.716410928626227e-05
SLC25A48	6.582432951493423e-05
TNFAIP8	6.0355859140805875e-05
ETNK2	3.2825810174175453e-05
OLIG3	0.00011892826140029893
DMRT3	0.00030609437236135174
RBM14	5.9965708711072615e-05
SS18L1	0.00011226810761282863
KRTAP6-2	0.0007297891830724158
ZNF503	5.012939843318015e-05
TEKT3	0.0001307403010695372
PITX1	0.0003056688587311203
P4HA3	0.00022248278664467074
PPP1R32	0.000276622781994709
KRTAP12-2	0.0004744876807294913
PITX2	0.00014248237211908233
KRTAP15-1	0.000276673606413811
USP2	0.0005101904710226737
PTTG1IP	6.436016178577887e-05
MRPL49	4.491922664714927e-05
COX4I1	7.662096891586603e-05
ACP2	2.9912430842038106e-05
KLHL20	0.00025641645427465525
CNPY3	5.790664631546919e-05
SYNCRIP	0.0001493685631194373
BET1	0.00020894757492841078
intact:EBI-12862946	0.00012167895258411712
SPON2	2.757793706829224e-05
HMG20B	0.00010225705972101766
DUSP10	7.236237924825519e-05
SDCCAG8	6.882688419635571e-05
FASTK	3.773549821268894e-05
NMU	6.924993111800337e-05
EBI-25846391	1.9957024993880492e-05
STAC	9.288005109604542e-05
PTGS2	1.5266085076809563e-05
EBI-25833683	6.344332783317448e-05
RBM4	5.6471253854732294e-05
TSPAN2	0.0001840615010349029
TIMM17B	0.00011392870665154721
GPR52	1.5266085076809563e-05
GATA1	0.0001790905226534702
CTSH	2.4399943282166828e-05
C11orf54	7.663538495505611e-05
EBI-25846222	2.909015416640861e-05
CLDN11	6.274079438317786e-05
LMX1A	2.4616678393298815e-05
PDCL	2.8178996399333044e-05
IL16	0.0004163101398178926
LASP1	0.00048678129976638407
KRT81	9.90557605658054e-05
ZNF444	0.00015607622275862033
RHOJ	8.848263170357489e-05
LOC57228	1.9957024993880492e-05
PRPF39	3.998706186719825e-05
ESRP1	0.00017972966811862748
EBI-25839407	2.7768174128177483e-05
UQCC1	2.7517644084238012e-05
ASB13	0.00014534827617769826
UNKL	0.0001211453018921827
TNIP3	0.0001357723977819143
ACBD4	6.83817570636669e-05
THADA	3.3370050893004635e-05
SEMA4G	0.00014911754494847582
MLST8	7.557967185777599e-05
CARD9	0.0005415635962791729
CD209	8.831750304820554e-05
PPP1R21	0.00012483872093739393
EBI-25844254	2.888614434523266e-05
EBI-25835277	0.0001630773015535638
TENT5B	0.0003115658897049411
ALKBH8	3.751740312583916e-05
TSACC	4.157280256998215e-05
WWOX	0.0004376052334537332
SUFU	0.00019036279875343532
KLF3	0.0001348102062861523
METTL13	3.917279596047559e-05
EBI-25839325	2.8189077862858587e-05
SPATA46	6.30689379167093e-05
EBI-25839678	6.693301109610355e-05
