nodeName	Eigenvector
A0A024QYV7	0.0007639199925491127
EWSR1	0.015587577742442488
DDX39B	0.002971531884613528
CDC37	0.04088091228941689
ELF5	0.0004917678790676594
E2F8	0.007393010695086297
B0S7P4	0.00019867996680331064
B1AL64	0.00019867996680331064
B7Z8L6	0.002117926048741235
F5GWE6	0.0017304442913085433
F5H357	0.011620419514545795
J3KPV8	0.00048716316508647545
MYO1F	0.001547913641213085
DFFA	0.0006127029420687086
TULP2	0.0026034799476154277
WWP2	0.013785629541832062
PDHX	0.0007297540307953089
HMGN4	0.0005512176929845229
TMSB4Y	0.0005678288658593272
POLR3A	0.001907174198143234
PLSCR1	0.03482830850745977
HDAC3	0.0003100496398171255
BNIP3L	0.0016375236708822535
HBP1	0.0012796545662862899
TSPAN3	0.00019867996680331064
MSC	0.0024668700989617307
NDUFB1	0.00036446064400295816
WFS1	0.059134219563948195
SEC24D	0.001116113086148743
TRIM37	0.01594647661258356
PGLS	0.011826208359403161
SEC24A	0.0018286803540370844
ECD	0.00026304355857718995
ACTL6A	0.0005776467294911013
AGT	0.0014001749130067734
CEACAM5	0.0002440926760314401
CETP	0.0002415346174521211
NPPB	0.006805252918692565
HMGA1	0.0025954118829175426
ITGB5	0.017773269496821294
KEL	0.0007192445336740792
ELAVL4	0.0036669789747369283
ERCC5	0.00019867996680331064
FUS	0.0036818722694726
MATK	0.0027106560604849865
HTT	0.09131219124890019
SLC1A1	0.0005789991837592784
MAGEA11	0.015012590735162475
GNPDA1	0.0005406507399847767
RFX3	0.004058973709044111
PRRC2A	0.003753798697763992
FASN	0.002862892414407261
NDUFV1	0.0060569774646277155
ZNF165	0.024010924258367386
ANXA11	0.003577705360909036
FXR2	0.03397231209846129
ATXN3	0.015769735534436943
ATN1	0.03885160892769534
HSPA2	0.009935305890888603
RAD23A	0.012506548682452089
CMC4	0.00019867996680331064
MTCP1	0.00019867996680331064
MYL6	0.0013465587307224683
RPS15A	0.006395928979185857
RPL31	0.00325752348195183
SUPT4H1	0.0005781621732119248
CXADR	0.001514052219097215
SSBP2	0.0009156064017539988
MVK	0.0005000223680025109
EP300	0.01082815571559904
BRME1	0.01808436357267705
TRAF2	0.07659985748824516
TRAF1	0.05801024135213007
TRAF3	0.0074456849196973636
SMAD4	0.010948812287793309
Q13587	0.00019867996680331064
KRR1	0.0002075925121629137
HLTF	0.0007573843646702432
ELAVL3	0.001259593909735043
IRF3	0.0013229988698150862
HERPUD1	0.0006360531696175996
SUZ12	0.0006911032386337356
NONO	0.0038048741543280805
PCBP1	0.004375400868229782
SF3B4	0.008951310884455445
SMAD1	0.008984467977516425
VPS72	0.003736368940094777
EZH2	0.00643617859671605
KCNMB1	0.00023433455965945408
CPSF6	0.004055083597774011
Q53EW4	0.0007232180838191098
Q53FP9	0.00024623382327795763
Q5JUJ3	0.00019867996680331064
Q5TZS4	0.000236136578272567
KHDRBS2	0.010069849064331414
TPGS2	0.0007064082184832055
BAF53A	0.000217410951894254
CNST	0.0055365083704951995
CCDC91	0.0020673362914621772
RALYL	0.006158972168385864
CHERP	0.005786315914522848
SLC22A24	0.00019867996680331064
ATPAF2	0.020906396061490185
CPSF7	0.011452579048468288
LILRA3	0.00019867996680331064
CD177	0.0002170041981801737
SERP2	0.002512434518311063
ZNF383	0.0028080806085794604
MAPK1IP1L	0.005816945515803949
MNS1	0.00938280866167542
SELI	0.0004685165004217625
PRUNE2	0.005324889447122459
DNAJB3	0.00019867996680331064
TFG	0.016795648488439847
BAD	0.004299529100646809
USP7	0.007152017006605845
RBPMS	0.061563464506510436
FAM131C	0.0022399777003317806
RAB37	0.000239327765123057
NSUN4	0.0007510127356366087
NTNG2	0.00019871225672835603
RNF183	0.011023176079591626
DYNLL2	0.005682521970843931
RMND5B	0.002452413556767502
SCMH1	0.003110470275152159
TONSL	0.0005104776929397489
LCOR	0.0036447421790851047
CCDC7	0.0019376515436292136
DMRTB1	0.007111794632033937
MTMR9	0.005497011129225648
ZNF184	0.00025626251966196124
MDFI	0.08579750994134806
EPAS1	0.0015761319443526947
PRMT1	0.006630711857077214
H2BC15	0.0011861363855763976
RASL11B	0.0004968168718407952
KXD1	0.009548195929606372
RHOXF2	0.02505764669528756
HNRNPUL1	0.006292450317729951
Q9BV16	0.00019867996680331064
SSBP3	0.0023763927013047796
TRIM5	0.005479701675424143
SELENOI	0.0004777185240765295
NBPF3	0.00034272809795427337
WWP1	0.004560485636792428
BLZF1	0.04315798772172299
CUEDC2	0.0002888221675284878
SUV39H2	0.008366400206918673
YY1AP1	0.0038965845661806946
GPBP1L1	0.0006810910044015795
MYOZ2	0.004265313905672299
C11ORF16	0.006446273499071314
TRPV5	0.0002330271909895569
PRTFDC1	0.004012767906431607
NLE1	0.00019867996680331064
ZDHHC3	0.0007038376888290508
CDK12	0.0007001048935309487
PRR13	0.015475081140927998
EIF2AK4	0.0018210327600097819
PEF1	0.008876383782425683
CFDP1	0.0004254649078847074
NINL	0.012867041722022547
WDR37	0.0015136091998326513
ZBTB1	0.006846181294868653
SALL2	0.0015617845548540883
MRPS18B	0.0009083720746517009
K7ELR1	0.0019463278482351118
DDX39A	0.0041283186804384215
SDCBP	0.05161096121008846
PIAS2	0.016457153021347856
TUBB4A	0.000949318825772297
SNRPA	0.008440724557663962
U2AF2	0.008030034438244203
DNM2	0.024820293936829763
UBE2I	0.04327859359492455
RNF4	0.021441607411381788
SARNP	0.0010344624039003675
EXOSC9	0.001572512925168106
TUBB3	0.0017257930730218882
TDG	0.006805817149930646
RBM39	0.008827359991811395
DNAJC14	6.052621380493363e-05
ALYREF	3.787530168179081e-05
Q8N1K8	0.00012962048266161743
THOC2	0.0003141970922325174
HNRNPLL	0.00580669946502274
HIPK2	0.0014657343066711906
STRN4	0.000943467089826027
LUZP4	0.008835874218171821
ZHX1	0.006525484310346191
CHTOP	0.0007860603223421204
GOLGA6L9	0.05886240964603577
SRRM4	0.003415694384914687
B3KQG4	0.0011682886346283975
EL52	0.0014332798661531947
AIP	0.0018683661652793898
TRAF5	0.017093301587597944
PRMT5	0.010438878862604879
IFIT3	0.0024438529299311107
IKBKB	0.002890283572858542
CHUK	0.0016505985749023994
MUSK	0.0012416949235173674
MID1	0.007222972112190943
PDPK1	0.004625531286220592
DAPK3	0.0015620606452558606
SSNA1	0.006357531091424026
OGA	0.0020498071653911776
LMX1B	0.0026853370163394653
GAS7	0.002350868960914658
KERA	0.0005210964162058757
HSF2BP	0.0678369835029106
FKBP6	0.013043865143563578
DEAF1	0.004451560776647034
JRK	0.01428919494410127
PRDM1	0.0032724396470837887
PDE9A	0.019620613623960417
URI1	0.0019268658221854474
RGS11	0.0017457304283405425
USP19	0.0018759543390868456
KLHL2	0.005525215311830036
ZNF205	0.007177896835725098
AHSA1	0.0017787650394509782
KRT75	0.04490503458011141
TTC4	0.0014992129979989309
GAS8	0.03643170236871129
ZBED1	0.013721412616150924
EGFR	0.01737237811508613
MOS	0.0300190613855599
A2M	0.014059863389937229
APOE	0.0048030404374408775
RAF1	0.007760073654222814
ERBB2	0.012047250846628164
APP	0.03265326923011598
LCK	0.004551465602252832
FYN	0.020681709902086728
CDK1	0.0025227468278531586
HSP90AA1	0.02549860507153823
YES1	0.016342360329884294
HSP90AB1	0.02527411132177134
ARAF	0.005893798773996267
CHGA	0.0005946308304923574
CYP2C9	0.0007945771677097661
CDK4	0.012287591136236436
GFAP	0.053048043489908756
HIVEP1	0.011681664370093083
TCF4	0.0404992509773598
FER	0.0020972758060612304
NPR2	0.0008432667445439574
MAK	0.0009667558207374909
PAICS	0.00570080851137175
FGFR3	0.040419376206352976
PRKACB	0.0020486893709831724
GRK2	0.0014282437434638955
DNAJB1	0.0023176919856423756
NOS3	0.013529244105695826
GCH1	0.0008761685941822762
PRKAR1B	0.019208427964798554
PRDX2	0.0015979526576237152
GTF2F1	0.0019376205954368935
TIE1	0.006882384151478208
LONP1	0.001389659502732478
PRPH	0.02106460919473699
MAP3K8	0.0017998406579673705
ELK3	0.002162478339192499
MTOR	0.0014142217321659197
ABL2	0.00505377783064562
PSEN1	0.008023531611026695
CDK9	0.003288481333668074
HNRNPM	0.008110529062958
NUP98	0.0008808558592720553
PPP5C	0.004314401662771294
LIMK2	0.001217919846138408
FBXW4	0.0012289495589047383
VSX2	0.00911871578579227
NLRP12	0.0025963107176124054
ACTB	0.00830069653808377
PSMC6	0.007420375590087185
SKP1	0.006929047493816569
ACTG1	0.005025023771088325
CTAG1A|CTAG1B	0.015641142700195662
RAE1	0.0017238337061424686
POU6F2	0.028038876088680106
PRR20E	0.020776075403968777
PRR20C	0.021958646661084033
PRR20D	0.02126185837888194
PRR20B	0.020776075403968777
PRR20A	0.021958646661084033
CDK6	0.008355779929494727
CDK5	0.004509811234018258
KRT76	0.018152813232751596
MEF2B	0.001938318568071077
FKBP4	0.0018913522546460144
LMNB2	0.01104151569010924
PSME1	0.005761621419122076
FOXM1	0.001617399229166554
GOLGA2	0.10328590332420545
PPID	0.002229765400010536
MRPL28	0.009095793422834125
PRKAA1	0.016528981764071287
MAPK7	0.002453654658102871
IFIT5	0.0012470886575468622
FKBP5	0.005758400135800097
TNK1	0.00250722425011947
SQSTM1	0.005977138205766947
RIPK1	0.00366437498444977
CAMK2B	0.011953920607455752
CAMK2G	0.005638272128826044
CUL3	0.00479407716470677
CUL4A	0.002048878719345123
CUL4B	0.001234072695375754
TNFAIP1	0.012936254201126157
CDK13	0.0014313375715069494
IKBKE	0.0027769258016656687
DCTN1	0.011160993435352219
CTTN	0.0018888008492749988
ZNF266	0.012760091126620092
ZNF235	0.0006794831877478126
CRYM	0.0010207131976143805
NR1I3	0.0020390884932193314
TNIP1	0.019414049339718832
CDK10	0.0012511864973688907
SAFB	0.0008684967525756971
TOMM34	0.001347523331947081
STK11	0.007804606959320699
URF-RET	0.0008432667445439574
ENOX2	0.005004471287494863
STX1A	0.011250892917752187
AMHR2	0.0011992521499879275
DDR2	0.0011682886346283975
IMMT	0.008365707363932676
CCDC152	0.00208897419935326
GRIPAP1	0.021444240662297897
CEP55	0.022480289357448197
Q53G71	0.0005210964162058757
Q59F66	0.002365376973652343
Q59FJ7	0.0006944675073205579
Q59GL9	0.001247580377281816
Q59GT1	0.0013039777171635037
ZNF667	0.0015872637252921586
CT45A1	0.0038468936486116506
ZNF569	0.0029773275083611796
C20ORF194	0.0015106181205692196
MZT2B	0.0009289546854827055
CAVIN1	0.0031570110789975714
CC2D1A	0.0005210964162058757
NFRKB	0.0013962184241650506
ULK3	0.0005462150008105382
BHLHB9	0.023410299057603907
KLHDC10	0.000616349875293946
SYCE2	0.002949468236557256
FBXO38	0.001334184665118173
KSR2	0.003406272732739686
MAP3K15	0.0011682886346283975
USP49	0.0027034885773200273
KCTD9	0.03838629919815593
CDC37L1	0.002232376596348343
NECAB2	0.027873946163696376
Q86SX1	0.0014332798661531947
GTF2IRD2	0.00228270625918606
MYLK4	0.0011682886346283975
Q8IZH9	0.0005745648716388551
FAM9B	0.01787076510036451
SYCP3	0.0008614688363422288
PDIK1L	0.001616477095361626
ZNF843	0.004671445606615911
ZNF276	0.006022488875156396
ZGPAT	0.031598714702412246
TTC9C	0.01045946048714912
USHBP1	0.05358594997832917
ZNF655	0.04156822040894392
BEND7	0.01588010660471651
C12ORF76	0.0005945027050948456
NECAB1	0.004504483335077292
ZNF610	0.0005210964162058757
CBY2	0.04100375920078678
PPHLN1	0.005450713041777495
CEP70	0.05717638049601379
MIPOL1	0.024576468696765576
CCHCR1	0.052086671944700104
STK32A	0.0005210964162058757
SYNE2	0.0021837767053527325
PIBF1	0.0354070233388531
KCTD13	0.009169420804019553
DPF1	0.0063286369271636465
DDX17	0.00678642161575456
UPF1	0.0014749665384090097
GCDH	0.0018212055156451793
GLMN	0.0012305943557680882
FATE1	0.005611959592311913
ZBTB8A	0.02626771128195696
ZNF837	0.03743896443903758
STAMBPL1	0.010046197402605267
DUS3L	0.0007961507795081584
AURKB	0.002090525974149072
GRAMD2B	0.0009146253180087781
REEP6	0.008650584715374214
GMCL1	0.020814164819733718
LOXL4	0.009299964649023024
CCDC138	0.003192250775377254
CDK15	0.0012416949235173674
ALS2	0.0025384403247868973
PRAM1	0.00857781798888992
PSKH2	0.0013041627980179618
TESK2	0.0013342317064536768
ZNF587	0.06044562948170001
MAP3K14	0.002645347593210064
DNAJC7	0.0022788228030328184
PITX2	0.01437198813122024
ECSIT	0.006511278598432664
BTBD10	0.0006749333491873773
THAP7	0.03421761719432828
WAC	0.007184598310888741
Q9BV07	0.0005210964162058757
KIFC3	0.07485001590479401
NOC4L	0.006705963923550436
DPCD	0.0005813006003860021
TARS2	0.001716049704126265
CARD10	0.033019086751330536
TSSK6	0.0014080985728626893
NT5C1A	0.0014469079549586132
PINK1	0.004875726280197
MRPL9	0.001682014317701368
TRIM54	0.057947809834453176
WDR61	0.00977522660471346
KATNBL1	0.015346663934770657
RNF32	0.005893677059906185
WDR13	0.0005210964162058757
SPTBN4	0.001244670268429879
CARD9	0.06135996634308715
UNC45A	0.005117765024432252
TUBB1	0.0009201173518947731
KLHL31	0.0005210964162058757
SLITRK6	0.0005210964162058757
TUT1	0.0007166647616125058
RPAP3	0.0028151060195163325
C19ORF44	0.005042883984738242
SMYD3	0.004005572563023679
ROPN1	0.013186595664015567
ZBTB20	0.0012595977762786474
NCOA5	0.0057174862575739335
ZBTB26	0.008371283926250557
ZNF334	0.0007994496411411927
NRIP3	0.001205798346175759
DISC1	0.030814080577204053
HOMER3	0.023072053114205477
CUTC	0.008613656807154854
ZBTB40	0.0005317951882343323
THAP1	0.023020456021258247
WDR70	0.0009129221470310366
FAM118A	0.00400864220277964
FBXL12	0.0038278528351900227
MACROH2A2	0.0007379682495193009
CGGBP1	0.006309120557417399
SEPTIN3	0.004172625435597028
CHORDC1	0.0016672553972244609
FKBPL	0.004854130651778975
RABGEF1	0.010947960290194696
FBXW2	0.001695889369892449
IKZF3	0.0571676514251394
PNMA2	0.014110561837287736
PADI4	0.0018738892649263895
STUB1	0.017205990856924314
MOK	0.000650652022943542
CDK11A	0.0010177145247481064
CAMK2A	0.015497611172644773
NOD1	0.005780059683011934
AKT3	0.0015579688392416552
LZTS1	0.03592409928442331
BTBD3	0.0035666781327462686
STK38L	0.0012170047759745952
AMOTL2	0.0263301831924061
LUC7L2	0.009087333183482246
EXOSC1	0.006295659716218384
SNX5	0.0017330432263335759
MAD1L1	0.016417080611515006
IKBKG	0.013532374277615592
B4DDV3	0.0007645669561279111
SS18L1	0.005668236950415978
ACTR2	4.179141827144046e-05
NFE2	0.002440329557372246
SIRT6	0.0016843638421720178
FRZB	0.0020438376067650967
NRIP2	0.0007693044870523465
UBQLN4	0.018002402675496344
GLRX2	6.597575542331175e-06
BAG6	0.029704822499011525
MEOX2	0.10319349376332411
DNALI1	0.010224991808151907
KLF11	0.02973706000240272
UBQLN1	0.02957926575090361
CASP6	0.022869802782286397
HRAS	0.018032578614265823
GSN	0.025218548027357658
ADRB2	0.002529192629573988
SNCA	0.02069976521397938
TFCP2	0.007713124789643272
